Year,Location,Plot_Length,Alley_Length,Row_Spacing,Rows_Per_Plot,Seed_Per_Plot,Experiment,Genotype,Rep,Block,Plot,Sample_ID,Date_Planted,Date_Harvested,Stand_Count,Root_Lodging,Stalk_Lodging,Grain_Moisture,Test_Weight,Plot_Weight,Yield,Decade
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW153R,1,4,101001,ERA22:101001,5/11/22,11/22/22,48,,,12.5,62.3,13.25,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xA619,1,5,101002,ERA22:101002,5/11/22,11/22/22,47,,,15.8,60.4,15.66,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,B73 xMo17,1,7,101003,ERA22:101003,5/11/22,11/22/22,44,,,16.4,59.9,17.81,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW64A,1,6,101004,ERA22:101004,5/11/22,11/22/22,39,,,14.1,61.4,13.49,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,DKC49-72RIB xDKC49-72RIB,1,14,101005,ERA22:101005,5/11/22,11/22/22,42,,,13,61.9,14.93,,2020
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xW117Ht,1,1,101006,ERA22:101006,5/11/22,11/22/22,53,,,11.3,62.5,10.21,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A635 xW64A,1,3,101007,ERA22:101007,5/11/22,11/22/22,47,,,13,62,15.11,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH146Ht xLH82,1,12,101008,ERA22:101008,5/11/22,11/22/22,47,,,12.3,62.4,17.98,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHG29 xPHG47,1,8,101009,ERA22:101009,5/11/22,11/22/22,43,,,12.1,62.3,16.17,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH145 xLH38,1,9,101010,ERA22:101010,5/11/22,11/22/22,48,,,13.2,61.8,15.86,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH74 xLH51,1,10,101011,ERA22:101011,5/11/22,11/22/22,46,,,15.5,60.4,20.05,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH227 xLH295,1,13,101012,ERA22:101012,5/11/22,11/22/22,30,,,13.9,61.2,14.63,,2000
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,Commercial Hybrid 2 xCommercial Hybrid 2,1,15,101013,ERA22:101013,5/11/22,11/22/22,42,,,13.1,61.8,18.02,,
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xOh43,1,2,101014,ERA22:101014,5/11/22,11/22/22,49,,,15.1,60.5,16.65,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHRE1 xPHP02,1,11,101015,ERA22:101015,5/11/22,11/22/22,35,,,12.2,62.2,14.49,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW64A,2,6,102001,ERA22:102001,5/11/22,11/22/22,40,,,14.1,61.2,15.82,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH146Ht xLH82,2,12,102002,ERA22:102002,5/11/22,11/22/22,43,,,11.5,62.6,12.68,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHG29 xPHG47,2,8,102003,ERA22:102003,5/11/22,11/22/22,48,,,11.9,62.3,15.9,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,Commercial Hybrid 2 xCommercial Hybrid 2,2,15,102004,ERA22:102004,5/11/22,11/22/22,42,,,12.5,62.1,19.72,,
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH227 xLH295,2,13,102005,ERA22:102005,5/11/22,11/22/22,38,,,12.6,62,16.68,,2000
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xA619,2,5,102006,ERA22:102006,5/11/22,11/22/22,48,,,15.4,60.2,15.46,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,DKC49-72RIB xDKC49-72RIB,2,14,102007,ERA22:102007,5/11/22,11/22/22,47,,,12,62.3,15.74,,2020
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,B73 xMo17,2,7,102008,ERA22:102008,5/11/22,11/22/22,43,,,13.3,61.1,12.59,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH145 xLH38,2,9,102009,ERA22:102009,5/11/22,11/22/22,43,,,11.7,62.2,12.01,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xW117Ht,2,1,102010,ERA22:102010,5/11/22,11/22/22,47,,,9.18,63.4,10.01,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH74 xLH51,2,10,102011,ERA22:102011,5/11/22,11/22/22,45,,,14.4,60.6,15.11,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW153R,2,4,102012,ERA22:102012,5/11/22,11/22/22,50,,,,,,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHRE1 xPHP02,2,11,102013,ERA22:102013,5/11/22,11/22/22,30,,,11.2,62.6,11.82,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A635 xW64A,2,3,102014,ERA22:102014,5/11/22,11/22/22,45,,,11.5,62.5,11.48,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xOh43,2,2,102015,ERA22:102015,5/11/22,11/22/22,36,,,14.1,60.8,12.75,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A635 xW64A,3,3,103001,ERA22:103001,5/19/22,11/22/22,50,,,11.4,62.2,9.66,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHG29 xPHG47,3,8,103002,ERA22:103002,5/19/22,11/22/22,32,,,12.2,62.1,13.64,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xOh43,3,2,103003,ERA22:103003,5/19/22,11/22/22,34,,,13.9,60.5,11.92,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,DKC49-72RIB xDKC49-72RIB,3,14,103004,ERA22:103004,5/19/22,11/22/22,32,,,12.5,61.9,16.08,,2020
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH74 xLH51,3,10,103005,ERA22:103005,5/19/22,11/22/22,39,,,15.2,60.3,13.63,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW64A,3,6,103006,ERA22:103006,5/19/22,11/22/22,38,,,14,61.2,13.89,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,B73 xMo17,3,7,103007,ERA22:103007,5/19/22,11/22/22,26,,,16.5,59.6,14.7,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH145 xLH38,3,9,103008,ERA22:103008,5/19/22,11/22/22,34,,,12.7,61.9,14.37,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xA619,3,5,103009,ERA22:103009,5/19/22,11/22/22,32,,,15.4,60.3,19,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW153R,3,4,103010,ERA22:103010,5/19/22,11/22/22,36,,,12.5,62.1,14.71,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xW117Ht,3,1,103011,ERA22:103011,5/19/22,11/22/22,25,,,12.4,61.7,10.66,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH227 xLH295,3,13,103012,ERA22:103012,5/19/22,11/22/22,26,,,13.3,61.6,13.97,,2000
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH146Ht xLH82,3,12,103013,ERA22:103013,5/19/22,11/22/22,38,,,12.8,62.2,14.97,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHRE1 xPHP02,3,11,103014,ERA22:103014,5/19/22,11/22/22,16,,,11.5,62,8.75,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,Commercial Hybrid 2 xCommercial Hybrid 2,3,15,103015,ERA22:103015,5/19/22,11/22/22,41,,,13.3,61.9,16.34,,
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,B73 xMo17,4,7,104001,ERA22:104001,5/19/22,11/22/22,36,,,17.5,59.3,15.75,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHG29 xPHG47,4,8,104002,ERA22:104002,5/19/22,11/22/22,31,,,12.4,62.1,11.97,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xA619,4,5,104003,ERA22:104003,5/19/22,11/22/22,28,,,15.2,60.5,14.06,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH145 xLH38,4,9,104004,ERA22:104004,5/19/22,11/22/22,29,,,13.2,61.6,12.2,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW64A,4,6,104005,ERA22:104005,5/19/22,11/22/22,29,,,13.9,61.4,13.05,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH74 xLH51,4,10,104006,ERA22:104006,5/19/22,11/22/22,23,,,15.8,59.9,11.98,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,Commercial Hybrid 2 xCommercial Hybrid 2,4,15,104007,ERA22:104007,5/19/22,11/22/22,31,,,13.7,61.5,15.45,,
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A635 xW64A,4,3,104008,ERA22:104008,5/19/22,11/22/22,36,,,13.1,61.7,12.33,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xOh43,4,2,104009,ERA22:104009,5/19/22,11/22/22,35,,,16.4,60,16.24,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH146Ht xLH82,4,12,104010,ERA22:104010,5/19/22,11/22/22,33,,,12.3,62.2,13.74,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW153R,4,4,104011,ERA22:104011,5/19/22,11/22/22,44,,,11.9,62.3,13.74,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,DKC49-72RIB xDKC49-72RIB,4,14,104012,ERA22:104012,5/19/22,11/22/22,37,,,12.5,62,16.72,,2020
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHRE1 xPHP02,4,11,104013,ERA22:104013,5/19/22,11/22/22,24,,,11.5,62.4,12.5,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xW117Ht,4,1,104014,ERA22:104014,5/19/22,11/22/22,35,,,13.4,61.3,12.86,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH227 xLH295,4,13,104015,ERA22:104015,5/19/22,11/22/22,33,,,13.4,61.6,15.12,,2000
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,B73 xMo17,5,7,105001,ERA22:105001,5/31/22,11/22/22,21,,,13.1,59.8,8.28,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH227 xLH295,5,13,105002,ERA22:105002,5/31/22,11/22/22,12,,,10.8,61.6,7.36,,2000
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHRE1 xPHP02,5,11,105003,ERA22:105003,5/31/22,11/22/22,1,,,0.14,0,-0.04,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A635 xW64A,5,3,105004,ERA22:105004,5/31/22,11/22/22,0,,,,,,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW153R,5,4,105005,ERA22:105005,5/31/22,11/22/22,8,,,8.32,63.1,5.37,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,Commercial Hybrid 2 xCommercial Hybrid 2,5,15,105006,ERA22:105006,5/31/22,11/22/22,4,,,8.61,61.9,3.93,,
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,DKC49-72RIB xDKC49-72RIB,5,14,105007,ERA22:105007,5/31/22,11/22/22,3,,,4.99,64.6,4.7,,2020
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHG29 xPHG47,5,8,105008,ERA22:105008,5/31/22,11/22/22,4,,,11.5,62.4,11.57,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH146Ht xLH82,5,12,105009,ERA22:105009,5/31/22,11/22/22,3,,,6,63.7,4.26,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW64A,5,6,105010,ERA22:105010,5/31/22,11/22/22,3,,,,,,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xW117Ht,5,1,105011,ERA22:105011,5/31/22,11/22/22,11,,,4.14,65.1,5.6,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xOh43,5,2,105012,ERA22:105012,5/31/22,11/22/22,15,,,8.71,62.4,6.55,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH74 xLH51,5,10,105013,ERA22:105013,5/31/22,11/22/22,6,,,1.16,0,2.32,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH145 xLH38,5,9,105014,ERA22:105014,5/31/22,11/22/22,15,,,12.2,60.9,8.6,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xA619,5,5,105015,ERA22:105015,5/31/22,11/22/22,6,,,8.92,62.4,6.04,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xW117Ht,6,1,106001,ERA22:106001,5/31/22,11/22/22,10,,,7.15,63.7,4.81,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH146Ht xLH82,6,12,106002,ERA22:106002,5/31/22,11/22/22,6,,,7.08,63.8,4.59,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,B73 xMo17,6,7,106003,ERA22:106003,5/31/22,11/22/22,8,,,10.8,60.7,5.78,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,W64A xOh43,6,2,106004,ERA22:106004,5/31/22,11/22/22,10,,,13.3,59.9,8.92,,1950
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH145 xLH38,6,9,106005,ERA22:106005,5/31/22,11/22/22,14,,,11.9,61.2,8.55,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHG29 xPHG47,6,8,106006,ERA22:106006,5/31/22,11/22/22,13,,,11.6,61.9,10.02,,1980
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A635 xW64A,6,3,106007,ERA22:106007,5/31/22,11/22/22,8,,,6.14,63.8,4.11,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,PHRE1 xPHP02,6,11,106008,ERA22:106008,5/31/22,11/22/22,2,,,0.13,0,0.09,,1990
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,DKC49-72RIB xDKC49-72RIB,6,14,106009,ERA22:106009,5/31/22,11/22/22,7,,,5.2,64.5,4.15,,2020
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW64A,6,6,106010,ERA22:106010,5/31/22,11/22/22,13,,,11.6,61.6,8.63,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xA619,6,5,106011,ERA22:106011,5/31/22,11/22/22,16,,,12.7,60.5,9.09,,1970
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH227 xLH295,6,13,106012,ERA22:106012,5/31/22,11/22/22,7,,,10.1,62,6.54,,2000
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,A632 xW153R,6,4,106013,ERA22:106013,5/31/22,11/22/22,8,,,10.1,62.4,7.15,,1960
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,Commercial Hybrid 2 xCommercial Hybrid 2,6,15,106014,ERA22:106014,5/31/22,11/22/22,10,,,13.9,59.1,7.98,,
2022,Saint Paul,19.5,48,30,2,27,Era Hybrids,LH74 xLH51,6,10,106015,ERA22:106015,5/31/22,11/22/22,13,,,12.5,60.4,8.44,,1980
2022,Waseca,25,36,30,2,40,Era Hybrids,PHRE1 xPHP02,7,11,107001,ERA22:107001,5/24/22,10/27/22,75,0,0,15.7,,30.82,217.425591,1990
2022,Waseca,25,36,30,2,40,Era Hybrids,PHG29 xPHG47,7,8,107002,ERA22:107002,5/24/22,10/27/22,74,0,0,14.1,,27.7,199.123897,1980
2022,Waseca,25,36,30,2,40,Era Hybrids,LH146Ht xLH82,7,12,107003,ERA22:107003,5/24/22,10/27/22,72,0,2,15.1,,26.7,189.700905,1990
2022,Waseca,25,36,30,2,40,Era Hybrids,W64A xW117Ht,7,1,107004,ERA22:107004,5/24/22,10/27/22,72,0,0,16.2,,13.78,96.637055,1950
2022,Waseca,25,36,30,2,40,Era Hybrids,A635 xW64A,7,3,107005,ERA22:107005,5/24/22,10/27/22,74,0,2,17,,27.09,188.164438,1960
2022,Waseca,25,36,30,2,40,Era Hybrids,A632 xW153R,7,4,107006,ERA22:107006,5/24/22,10/27/22,76,7,3,15.6,,27.26,192.539016,1960
2022,Waseca,25,36,30,2,40,Era Hybrids,Commercial Hybrid 2 xCommercial Hybrid 2,7,15,107007,ERA22:107007,5/24/22,10/27/22,79,0,0,17.2,,35.43,245.50025,
2022,Waseca,25,36,30,2,40,Era Hybrids,LH74 xLH51,7,10,107008,ERA22:107008,5/24/22,10/27/22,75,0,0,25.5,,37.32,232.674269,1980
2022,Waseca,25,36,30,2,40,Era Hybrids,A632 xA619,7,5,107009,ERA22:107009,5/24/22,10/27/22,74,7,5,21.2,,25.11,165.58591,1970
2022,Waseca,25,36,30,2,40,Era Hybrids,B73 xMo17,7,7,107010,ERA22:107010,5/24/22,10/27/22,72,8,0,27.2,,36.42,221.881846,1970
2022,Waseca,25,36,30,2,40,Era Hybrids,LH227 xLH295,7,13,107011,ERA22:107011,5/24/22,10/27/22,63,0,2,20.3,,29.51,196.823967,2000
2022,Waseca,25,36,30,2,40,Era Hybrids,W64A xOh43,7,2,107012,ERA22:107012,5/24/22,10/27/22,73,3,2,22.4,,26.62,172.870235,1950
2022,Waseca,25,36,30,2,40,Era Hybrids,DKC49-72RIB xDKC49-72RIB,7,14,107013,ERA22:107013,5/24/22,10/27/22,77,0,0,16.2,,35,245.449704,2020
2022,Waseca,25,36,30,2,40,Era Hybrids,A632 xW64A,7,6,107014,ERA22:107014,5/24/22,10/27/22,73,2,0,17.9,,27.72,190.452568,1970
2022,Waseca,25,36,30,2,40,Era Hybrids,LH145 xLH38,7,9,107015,ERA22:107015,5/24/22,10/27/22,73,0,0,17.2,,27.93,193.531527,1980
2022,Waseca,25,36,30,2,40,Era Hybrids,DKC49-72RIB xDKC49-72RIB,8,14,108001,ERA22:108001,5/24/22,10/27/22,76,0,0,16.5,,31.12,217.458563,2020
2022,Waseca,25,36,30,2,40,Era Hybrids,LH74 xLH51,8,10,108002,ERA22:108002,5/24/22,10/27/22,76,0,0,25.1,,39.96,250.471172,1980
2022,Waseca,25,36,30,2,40,Era Hybrids,PHRE1 xPHP02,8,11,108003,ERA22:108003,5/24/22,10/27/22,77,0,0,16.8,,29.93,208.391736,1990
2022,Waseca,25,36,30,2,40,Era Hybrids,LH145 xLH38,8,9,108004,ERA22:108004,5/24/22,10/27/22,74,5,2,18.2,,28.14,192.63174,1980
2022,Waseca,25,36,30,2,40,Era Hybrids,W64A xW117Ht,8,1,108005,ERA22:108005,5/24/22,10/27/22,72,0,0,17.2,,17.76,123.061937,1950
2022,Waseca,25,36,30,2,40,Era Hybrids,A632 xA619,8,5,108006,ERA22:108006,5/24/22,10/27/22,70,7,2,19.1,,27.95,189.225989,1970
2022,Waseca,25,36,30,2,40,Era Hybrids,B73 xMo17,8,7,108007,ERA22:108007,5/24/22,10/27/22,73,0,0,27.9,,39.34,237.366852,1970
2022,Waseca,25,36,30,2,40,Era Hybrids,Commercial Hybrid 2 xCommercial Hybrid 2,8,15,108008,ERA22:108008,5/24/22,10/27/22,66,0,0,17.6,,29.97,206.663797,
2022,Waseca,25,36,30,2,40,Era Hybrids,A632 xW153R,8,4,108009,ERA22:108009,5/24/22,10/27/22,70,0,0,15.9,,27.3,192.136154,1960
2022,Waseca,25,36,30,2,40,Era Hybrids,LH227 xLH295,8,13,108010,ERA22:108010,5/24/22,10/27/22,68,0,3,18.8,,32.04,217.720331,2000
2022,Waseca,25,36,30,2,40,Era Hybrids,LH146Ht xLH82,8,12,108011,ERA22:108011,5/24/22,10/27/22,74,3,0,15,,25.93,184.447126,1990
2022,Waseca,25,36,30,2,40,Era Hybrids,W64A xOh43,8,2,108012,ERA22:108012,5/24/22,10/27/22,70,2,2,23.4,,26.87,172.245104,1950
2022,Waseca,25,36,30,2,40,Era Hybrids,PHG29 xPHG47,8,8,108013,ERA22:108013,5/24/22,10/27/22,74,0,2,14.6,,26.8,191.532781,1980
2022,Waseca,25,36,30,2,40,Era Hybrids,A632 xW64A,8,6,108014,ERA22:108014,5/24/22,10/27/22,75,0,2,17.7,,30.66,211.165243,1970
2022,Waseca,25,36,30,2,40,Era Hybrids,A635 xW64A,8,3,108015,ERA22:108015,5/24/22,10/27/22,77,0,0,17.2,,26.42,183.06849,1960
2022,Waseca,25,36,30,2,40,Era Hybrids,LH146Ht xLH82,9,12,109001,ERA22:109001,6/3/22,10/27/22,72,2,3,16.5,,24.75,172.94664,1990
2022,Waseca,25,36,30,2,40,Era Hybrids,A635 xW64A,9,3,109002,ERA22:109002,6/3/22,10/27/22,71,0,0,19,,23.77,161.125638,1960
